hex_id,data_year,n_properties,n_submitted,n_not_submitted,site_energy_kbtu,ghg_tco2e,area_sqmi,kbtu_per_sqmi
r1656c891,2022,1,1,0,15103087,1005.6,0.0535,282302430.6
r1656c892,2022,1,0,1,,,0.0535,
r1656c893,2022,1,1,0,14859037,1109.7,0.0535,277740720.2
r1656c894,2022,2,1,1,6194342,398.8,0.0535,115782806.7
r1656c896,2022,4,1,3,40794606,3133.4,0.0535,762520697.1
r1656c897,2022,6,0,6,,,0.0535,
r1656c898,2022,2,2,0,27582820,2003.9,0.0535,515569904.9
r1656c899,2022,3,2,0,7253559,674.5,0.0535,135581377.2
r1656c900,2022,6,5,1,145902297,8909.5,0.0535,2727162537.5999999
r1657c874,2022,1,1,0,32256935,3147.1,0.0535,602937078.6
r1657c886,2022,1,1,0,10470566,1072.9,0.0535,195712719.6
r1657c891,2022,1,1,0,4820882,365.5,0.0535,90110499
r1657c892,2022,1,1,0,12569022,922.3,0.0535,234936437.9
r1657c895,2022,1,1,0,42359974,2558.7,0.0535,791780092.3
r1657c896,2022,8,0,7,,,0.0535,
r1657c897,2022,2,1,1,6634100,477.2,0.0535,124002633
r1657c898,2022,3,3,0,79034831,5044.4,0.0535,1477295660.9000001
r1657c899,2022,5,5,0,185011742,11453.8,0.0535,3458184704.1999998
r1658c876,2022,1,1,0,9434085,722.5,0.0535,176339123.6
r1658c878,2022,2,2,0,17750528,1420.4,0.0535,331787613.9
r1658c889,2022,1,1,0,,,0.0535,
r1658c891,2022,1,1,0,8823469,603.3,0.0535,164925670.1
r1658c894,2022,1,1,0,7979625,615.5,0.0535,149152787.9
r1658c896,2022,1,0,1,,,0.0535,
r1658c897,2022,8,1,7,6367449,424.1,0.0535,119018471.5
r1658c898,2022,2,2,0,10413923,701,0.0535,194653965.4
r1658c899,2022,3,3,0,89523210,5878.2,0.0535,1673341335.8
r1659c874,2022,1,1,0,6973229,576,0.0535,130341531.9
r1659c880,2022,2,2,0,14743037,1182.8,0.0535,275572482.6
r1659c882,2022,1,1,0,14547148,1096.4,0.0535,271910983.4
r1659c884,2022,1,0,1,,,0.0535,
r1659c892,2022,1,1,0,6198652,474.5,0.0535,115863367.9
r1659c896,2022,1,1,0,74724175,5824.7,0.0535,1396722155.2
r1659c897,2022,4,4,0,57561735,3784.9,0.0535,1075926908.0999999
r1659c898,2022,3,2,0,78385547,4914.3,0.0535,1465159436.5999999
r1660c875,2022,1,1,0,8999281,656.4,0.0535,168211896
r1660c878,2022,1,1,0,6617686,658.9,0.0535,123695827.4
r1660c881,2022,1,0,1,,,0.0535,
r1660c882,2022,1,1,0,547736110,42559.5,0.0535,10238121197.3999996
r1660c883,2022,1,1,0,10790188,793.8,0.0535,201686999.4
r1660c884,2022,1,0,1,,,0.0535,
r1660c887,2022,1,0,1,,,0.0535,
r1660c894,2022,1,0,1,,,0.0535,
r1660c895,2022,2,2,0,20310375,1338.3,0.0535,379635516.1
r1660c896,2022,2,1,0,3922990,356.1,0.0535,73327367.6
r1660c897,2022,3,2,1,7487592,564.4,0.0535,139955852.8
r1660c898,2022,5,5,0,124292391,7720.8,0.0535,2323236572.8000002
r1660c899,2022,2,2,0,74133003,4723,0.0535,1385672143.2
r1661c878,2022,1,1,0,4855501,639.5,0.0535,90757587.1
r1661c879,2022,1,0,0,,,0.0535,
r1661c881,2022,2,2,0,30303164,2203.9,0.0535,566417769.5
r1661c885,2022,1,1,0,7134715,678,0.0535,133359980.4
r1661c894,2022,1,1,0,8089648,923.2,0.0535,151209305.3
r1661c896,2022,1,1,0,9661726,758.6,0.0535,180594121.8
r1661c897,2022,1,0,1,,,0.0535,
r1661c898,2022,2,1,1,6123766,806.6,0.0535,114463621
r1662c881,2022,1,1,0,4623059,608.9,0.0535,86412850.1
r1662c884,2022,1,0,0,,,0.0535,
r1662c894,2022,5,3,1,9390320,765,0.0535,175521081.2
r1662c895,2022,5,4,1,14090015,1421.4,0.0535,263366388.7
r1662c896,2022,1,1,0,18632307,1727.5,0.0535,348269565.9
r1662c897,2022,5,1,2,8360944,749.6,0.0535,156280289.8
r1662c899,2022,1,1,0,859856397,80844.9,0.0535,16072181191.2000008
r1663c874,2022,1,1,0,4986857,440.3,0.0535,93212854.6
r1663c877,2022,1,1,0,3670716,443.8,0.0535,68611936.7
r1663c878,2022,1,0,0,,,0.0535,
r1663c881,2022,2,2,0,19104883,1331.6,0.0535,357102816.6
r1663c882,2022,1,1,0,6658987,446.2,0.0535,124467813.4
r1663c883,2022,1,1,0,23892236,2185.8,0.0535,446586601.4
r1663c884,2022,2,1,0,11855092,1142.9,0.0535,221591869.7
r1663c888,2022,1,1,0,21361651,1889.2,0.0535,399285655.9
r1663c891,2022,2,2,0,6024339,536,0.0535,112605160.9
r1663c892,2022,2,1,0,4247456,559.4,0.0535,79392190
r1663c894,2022,1,1,0,7110450,478.9,0.0535,132906426.2
r1663c896,2022,7,6,0,92003248,6973.8,0.0535,1719697471.8
r1663c897,2022,8,7,1,132494437,11121.3,0.0535,2476546788.1999998
r1663c898,2022,2,1,1,1603350037,,0.0535,29969344180.5
r1664c875,2022,1,0,0,,,0.0535,
r1664c877,2022,1,0,0,,,0.0535,
r1664c878,2022,1,0,0,,,0.0535,
r1664c880,2022,2,1,1,10939198,807.4,0.0535,204472250.2
r1664c887,2022,1,0,0,,,0.0535,
r1664c888,2022,1,0,0,,,0.0535,
r1664c890,2022,1,0,0,,,0.0535,
r1664c895,2022,1,1,0,15051363,1314,0.0535,281335620.9
r1664c896,2022,1,0,1,,,0.0535,
r1664c897,2022,8,8,0,49317653,3999.1,0.0535,921830968.2
r1664c898,2022,8,7,1,121863743,9680.7,0.0535,2277841003.4000001
r1665c877,2022,2,1,0,1938785,230.4,0.0535,36239195.2
r1665c879,2022,1,0,1,,,0.0535,
r1665c880,2022,2,1,0,8052664,503.3,0.0535,150518011.3
r1665c882,2022,2,2,0,167027892,14349.5,0.0535,3122035904.5999999
r1665c886,2022,1,1,0,3580706,269.6,0.0535,66929496.4
r1665c888,2022,1,1,0,8829098,577.1,0.0535,165030885.7
r1665c889,2022,5,2,1,27505087,2383,0.0535,514116942.6
r1665c890,2022,1,1,0,11603780,806.8,0.0535,216894420.2
r1665c891,2022,3,3,0,24499598,1869.3,0.0535,457939232.1
r1665c892,2022,1,1,0,17149633,1294.1,0.0535,320555862.5
r1665c893,2022,1,1,0,3788247,319.8,0.0535,70808791.3
r1665c895,2022,1,0,1,,,0.0535,
r1665c896,2022,5,4,1,61325264,4794.3,0.0535,1146273677.8
r1665c897,2022,12,10,2,177918190,14255.6,0.0535,3325594130.4000001
r1666c877,2022,1,0,0,,,0.0535,
r1666c878,2022,1,1,0,,,0.0535,
r1666c879,2022,1,0,0,,,0.0535,
r1666c881,2022,2,0,1,,,0.0535,
r1666c882,2022,1,0,1,,,0.0535,
r1666c883,2022,1,0,1,,,0.0535,
r1666c886,2022,1,1,0,17126711,1909.5,0.0535,320127411.2
r1666c888,2022,1,1,0,26562811,2507.1,0.0535,496504198.6
r1666c890,2022,1,1,0,9423808,740.1,0.0535,176147029
r1666c891,2022,2,1,1,9086068,622.4,0.0535,169834092.9
r1666c893,2022,1,0,1,,,0.0535,
r1666c894,2022,1,1,0,21831132,1858.2,0.0535,408061055.7
r1666c896,2022,1,1,0,8260711,742.4,0.0535,154406764.2
r1666c897,2022,18,14,4,170950586,13118.2,0.0535,3195357739.4000001
r1666c898,2022,1,1,0,22395860,1984,0.0535,418616784.3
r1667c875,2022,1,1,0,5580744,374.5,0.0535,104313614.5
r1667c876,2022,1,0,0,,,0.0535,
r1667c880,2022,1,1,0,,,0.0535,
r1667c882,2022,3,2,0,4122580,309.3,0.0535,77058044.8
r1667c885,2022,2,2,0,129664496,12417.1,0.0535,2423650368.9000001
r1667c886,2022,1,0,1,,,0.0535,
r1667c887,2022,4,4,0,44764609,3800,0.0535,836726817.8
r1667c888,2022,1,1,0,19941856,2353.3,0.0535,372747268.1
r1667c889,2022,2,2,0,38734029,2747.7,0.0535,724005001.9
r1667c890,2022,2,1,1,13367726,1200.2,0.0535,249865576.5
r1667c891,2022,1,0,0,,,0.0535,
r1667c893,2022,3,2,1,18423944,2277.5,0.0535,344374906.4
r1667c895,2022,1,1,0,50936002,4990.9,0.0535,952080668.5
r1667c896,2022,5,3,1,56422654,4790.6,0.0535,1054635543.3
r1667c897,2022,15,15,0,495563946,41547.4,0.0535,9262934554.7999992
r1667c898,2022,1,1,0,155542449,13156.8,0.0535,2907353404.5999999
r1667c899,2022,1,1,0,88907007,9640.3,0.0535,1661823451.7
r1667c900,2022,1,1,0,19792516,1923.4,0.0535,369955849
r1668c868,2022,1,1,0,4257921,333.7,0.0535,79587798.7
r1668c876,2022,1,0,0,,,0.0535,
r1668c877,2022,1,1,0,7502892,574.5,0.0535,140241835.8
r1668c878,2022,2,0,1,,,0.0535,
r1668c880,2022,3,1,1,13029151,885.8,0.0535,243537032.9
r1668c881,2022,1,0,0,,,0.0535,
r1668c882,2022,2,1,0,8602731,888.7,0.0535,160799700.8
r1668c889,2022,3,2,1,39994958,3079.3,0.0535,747573913.4
r1668c891,2022,1,1,0,12747855,879.9,0.0535,238279131.3
r1668c894,2022,3,2,0,27881791,3174.1,0.0535,521158182.3
r1668c895,2022,1,0,1,,,0.0535,
r1668c896,2022,7,7,0,109672817,10738.2,0.0535,2049971824
r1668c897,2022,20,13,7,293080386,22767.3,0.0535,5478171801.5
r1669c868,2022,2,1,1,4340651,268.5,0.0535,81134163.3
r1669c869,2022,1,1,0,5423828,341.8,0.0535,101380587.1
r1669c870,2022,1,0,0,,,0.0535,
r1669c871,2022,1,0,0,,,0.0535,
r1669c874,2022,1,0,0,,,0.0535,
r1669c883,2022,1,1,0,7466405,712,0.0535,139559831.6
r1669c884,2022,1,1,0,4801955,357.3,0.0535,89756721.1
r1669c885,2022,2,2,0,25774723,2272.4,0.0535,481773491.1
r1669c886,2022,1,1,0,32933522,3031.3,0.0535,615583642.4
r1669c887,2022,2,1,1,493969414,39602.7,0.0535,9233130034.7000008
r1669c888,2022,3,3,0,18989045,2031.7,0.0535,354937607
r1669c890,2022,1,0,1,,,0.0535,
r1669c893,2022,2,2,0,66648203,7980.3,0.0535,1245768477.5999999
r1669c894,2022,1,1,0,24917664,3148.3,0.0535,465753598
r1669c895,2022,18,13,5,224256696,18999,0.0535,4191739764.9000001
r1669c896,2022,17,16,1,431161453,36463.1,0.0535,8059142223.6000004
r1669c897,2022,2,1,1,6779709,885.2,0.0535,126724313.3
r1670c870,2022,1,1,0,17718882,1294.8,0.0535,331196096.2
r1670c873,2022,1,1,0,3256410,291.3,0.0535,60867851.6
r1670c878,2022,3,2,1,15829989,1144.2,0.0535,295889467.5
r1670c881,2022,1,0,0,,,0.0535,
r1670c885,2022,2,1,0,,,0.0535,
r1670c886,2022,2,2,0,23792273,2645.6,0.0535,444718122.6
r1670c887,2022,2,1,1,12313711,860.6,0.0535,230164240.2
r1670c888,2022,5,4,1,1041169490,94519.2,0.0535,19461231843.2999992
r1670c889,2022,1,1,0,6612570,511.4,0.0535,123600200.6
r1670c890,2022,4,3,1,39852058,3015.1,0.0535,744902869
r1670c891,2022,3,2,1,37350139,3428.5,0.0535,698137739.8
r1670c892,2022,9,9,0,71936143,6029.5,0.0535,1344609086.5
r1670c893,2022,3,3,0,28840860,2715.8,0.0535,539084816.1
r1670c894,2022,6,6,0,247792064,21459.9,0.0535,4631655895.3999996
r1670c895,2022,8,5,3,133687263,5718.2,0.0535,2498842738.5999999
r1670c896,2022,18,17,0,613691736,72061.8,0.0535,11470944230.7999992
r1670c897,2022,18,15,3,357424818,30791.9,0.0535,6680878873.6999998
r1671c866,2022,1,1,0,6758200,583.3,0.0535,126322273.5
r1671c867,2022,1,1,0,8544783,773.3,0.0535,159716553.9
r1671c871,2022,1,1,0,12919954,903.6,0.0535,241495954.9
r1671c873,2022,1,0,0,,,0.0535,
r1671c874,2022,1,0,0,,,0.0535,
r1671c876,2022,2,0,1,,,0.0535,
r1671c878,2022,1,1,0,10022043,782,0.0535,187329060.5
r1671c879,2022,2,0,0,,,0.0535,
r1671c881,2022,2,1,0,8508947,1079.4,0.0535,159046718
r1671c883,2022,2,1,0,8862163,610.5,0.0535,165648926.9
r1671c884,2022,2,1,1,13813473,1054.4,0.0535,258197347.5
r1671c885,2022,2,0,1,,,0.0535,
r1671c886,2022,2,1,1,8874291,652.3,0.0535,165875619.9
r1671c887,2022,2,2,0,38127558,3427.3,0.0535,712669025.5
r1671c888,2022,6,6,0,47039941,4111,0.0535,879256649.8
r1671c889,2022,3,3,0,106510371,9217.5,0.0535,1990860319.7
r1671c890,2022,9,9,0,63717665,5839.8,0.0535,1190991729
r1671c891,2022,11,10,1,99824231,9315.6,0.0535,1865884970.4000001
r1671c892,2022,8,8,0,118306919,10540.3,0.0535,2211357902.3000002
r1671c893,2022,18,15,3,213683396,23869,0.0535,3994106771.8000002
r1671c894,2022,15,14,1,903697720,105932.1,0.0535,16891650220.3999996
r1671c895,2022,22,18,4,911447321,80425.7,0.0535,17036503467.7999992
r1671c896,2022,22,17,5,582006064,50412.1,0.0535,10878685031.1000004
r1671c897,2022,4,3,1,86971291,7425,0.0535,1625641621.4000001
r1672c867,2022,2,0,2,,,0.0535,
r1672c868,2022,6,4,1,23053373,1811.7,0.0535,430906822.6
r1672c869,2022,2,1,1,12612283,747.9,0.0535,235745059.7
r1672c870,2022,1,0,1,,,0.0535,
r1672c874,2022,2,0,2,,,0.0535,
r1672c875,2022,1,0,0,,,0.0535,
r1672c876,2022,3,1,2,10404771,979.5,0.0535,194482898.9
r1672c877,2022,1,1,0,22189679,1547.2,0.0535,414762910.1
r1672c879,2022,1,1,0,5864579,608.9,0.0535,109618974.3
r1672c880,2022,2,1,1,9219413,809.5,0.0535,172326538.2
r1672c883,2022,2,2,0,11716251,965.4,0.0535,218996694.8
r1672c884,2022,1,1,0,21258795,2007.1,0.0535,397363102
r1672c885,2022,3,2,1,6350857,515.3,0.0535,118708338.7
r1672c886,2022,1,1,0,6043332,444.5,0.0535,112960172.5
r1672c887,2022,4,1,2,9900311,885.5,0.0535,185053682
r1672c888,2022,5,5,0,51687754,4256.9,0.0535,966132194.3
r1672c889,2022,3,2,1,25360254,2144.9,0.0535,474026359.2
r1672c890,2022,18,15,1,155176891,15199,0.0535,2900520502.6999998
r1672c891,2022,12,10,2,103799116,9430.2,0.0535,1940182344
